,label,sentence
6152,disgust,"One day, at an important place I met a group of girls and while á we were waiting for a bus these girls started smoking and á commanded me to smoke; I felt very disgusted. "
637,fear,When my mother's heart nearly stopped.
3693,fear,Fear to come and live in Nijmegen.
5178,shame,When I just took a shower with a girl down the hall. I felt that á I had let my devotion to God go out the window. Although nothig á happened I felt ashamed.
3493,joy,Hearing my girlfriend accept my offer of marriage.
3634,shame,We had arranged a beach party with 20 people. There my father got á drunk I felt very ashamed.
2095,sadness,"At our Senior dinner - separated from school friends, nothing á will ever be the same again."
944,fear,In the dark an unreal figure formed by a shadow.
7058,disgust,Saw a man dressed as a woman.
4137,shame,"On New Year's Eve, when I went to the house of my girlfriend's á parents to meet them."
6271,sadness,I was not chosen for the All English class.
5344,guilt,When I cheated my trusting girlfriend by telling her that I was a á qualified doctor and later she found out that I was only a á medical student at the preclinical level.
5190,disgust,A friend of mine remembered me when she needed me and did not á even think about me when she did not need me.
2222,sadness,"I left my home in Melbourne to come to Q'land to study and before á I hopped in the car I hugged my mother and shook hands with my á father. Sensing immediately my father's sadness, I also had a á flood of the same emotion."
6289,anger,"When my neighbours accused my brother of stealing their á rose-bush, I was very angry as he had not touched it at all."
3555,joy,At the moment when I heard the result of an examination and it á proved that I succeeded the second year of my study.
3472,joy,Seeing my sister after about 2 years of not seeing her. Only á spent 1 hour or so before she was off overseas with her husband á for 3 months.
2055,shame,A girl I was with yelled something out to this group of guys I á knew. It sounded really childish.
4419,fear,When I am walking on the streets and see a gang of thugs.
405,fear,When we could not land our plane and we knew that the fuel was á running out.  Bad weather had already frightened us.
1100,disgust,"In a film, there was an episode where they used a chain saw to á cut a man.  I could not look at it, but I could not avoid á listening either.  I sought shelter in my boyfriend's arms."
6633,disgust,I felt disgusted when my cousin decided that she would stop á going to school saying she wanted to get married. She was only 14 á years by then and she didn't understand what she was thinking.
5375,anger,I once failed a test miserably and my friend did very well and á someone made a nasty comment while comparing me to my friend.
2434,anger,In certain occasion I have a fight with my boyfriend. During the á fight I closed the door at his face. He went away but came back á next day.
4663,joy,When I learnt that I was selected for form I.
7173,joy,Talking to my close friend.
1748,disgust,In cinema I saw a film which showed how a person was torn out his á guts when he was still alive.
1995,fear,Taking a trip to crocokile country I fell out of the boat and was á motivated by fear of being eaten to perform great swimming feats.
3436,guilt,The first time I went away with my boyfriend and lied about where á we were staying.
368,guilt,When one of my parents insinuates something about the other á (they are divorced).
4100,sadness,When I had an argument with a friend.
5903,shame,I had always been first in my class and in the preliminary board á exams I scored the highest marks.  Then the exams were á postponed and I neglected my studies as I was confident.  However á when the final results came out I felt ashamed as I had scored á less than 60% marks and my rank in the class was fifth or sixth.
7037,sadness,My mother's death.
5842,joy,Getting sent on a company expense trip to another state to work á for a week at that plan.
3971,shame,During my Highschool time I was chairman of the student's á comitee. In this function I once had to make a speech to a large á audience and I was very nervous. After three sentences I forgot á my text.
5938,guilt,When my mother scolded me and I argued with her.
6129,anger,"I had made an error in planning a programme and had publicly á accepted the mistake, despite repeated requests not to bring the á matter for discussion a professor kept constantly passing remarks. á I reacted angrily.á  "
876,sadness,"Talking to a pensioned and bitter \street order\"" policeman."""
5752,fear,I was driving on to a busy freeway during rush hour and it was á slightly raining. A diesel truck was coming very close behind me á and I was close behind a pick-up. I changed lanes and barely hit á the truck and ran a Honda of the road. I was scared to death to á go back and see if I caused him to crash.
7046,guilt,Falling in love with a close friend.
5527,guilt,"My mom told me not to gamble, but I did anyway. Sometimes I would á even take some money from my parents and brother. She found out á and yelled at me."
4971,joy,I was very happy when my scholarship to continue studying at UNZA á was approved after it had been cancelled.
5096,guilt,"An item which belonged to a friend of mine was missing.  I had á taken it earlier and I thought that I had returnrd it so when he á asked me for it I stubbornly refused having it.  Later when I á looked for it, I found it in my room."
4584,shame,When I was young I was told to to the shop to buy a dozen eggs.  á I went and asked for one egg and the people in the shop laughed á at me and so did my family when I told them what had happened.
7439,disgust,"Our neighbour came and gossiped, about others, with my parents."
4472,shame,I liked a boy and I would feel shy and then blush.  The more I á wanted to avoid it the more I blushed.
1781,anger,"When I played in a chess championship, I was disturbed by other á people. I asked them to be quiet, but in vain."
702,sadness,"When I understood that my marriage was falling apart, and we á decided to be legally separated."
107,anger,When friends try to put me down or hurt me.  
3854,anger,I am usually angry at myself. This happens often. For instace á when I want to pet without falling in love and it soon proves á that I have fallen in love with him.
751,sadness,When an earlier friend was spreading negative rumours about me.
6879,anger,Bus conductor insulted me for not buying a ticket (I forgot).
6476,fear,I was walking alone along the place where people fear that there á are always thieves there and the people who kill their friends á during the night two months ago.
6058,fear,[ I do not recall one here either.]
6323,fear,When I was going to take the practical exams.
1216,fear,"While preparing my master's thesis, I was scared that I would not á accomplish anything as the subject was rather difficult."
3491,shame,"My father died 4 years ago, 18 months after my mother died. I á feld my sister was responsible for his death, in that she \hadn't á loved him\"". I felt ashamed for myself, and for my family."""
4685,fear,When I broke the window pane of my next door neighbour's house.
6023,fear,[ No response.]
6293,guilt,"I felt very guilty when I tried to teach swimming to my younger á brother, as I myself could not swim very well and my brother á had started sinking to the bottom, however my elder brother á saved him."
1033,guilt,I got 100 FIM too much when I changed money at the bank.  They á soon called me at my job and the situation was embarrasing for á me.
6348,shame,[ No response.]
3666,anger,"I invited two friends. We should go out together. Those two girls á kept talking about boys, chatting up etc. I bacame sick of it."
7234,shame,Finding out that China does not have enough foreign currency to á buy books.
2791,fear,In the real sense of the word I experienced fear in my first á months in the army. During my first night of duty. The cause for á all this was a bear. I became panic sticken (may be for the first á time) and even forgot that I had a gun.
4410,guilt,I rejected a person whom I had always thought to be a friend.  I á told him so and he reacted angrily.  I felt guilty at not having á realized it before and at having hurt him.
2654,guilt,I promised to fulfill an errand. Later I understood it was á impracticable. The explanation I gave was accompanied by a sense á of guilt.
2889,sadness,When the man I loved decided to leave me forever.
5443,fear,Got ill.
1296,fear,I saw a man who had had a heart-attack and who was being á treated for it.  I feared that my own father could have been á there.
2318,fear,When I was looking for a job I felt a lot of fear but the fear á was greater when I found it.
2884,shame,"I talked with a man who stammered and without controlling myself, á I started to talk imitating him."
822,shame,Can't remember that feeling.
4634,guilt,When I was caught stealing mangoes in a certain compound.
1373,disgust,A gigantic spider climbed over my face and what is more - in my á own flat.
1126,anger,"When a friend of mine was drawn into a fight because of the á stupid gang he belonged to. I felt angry with him and his á friends. They could not think about anything sensible, but would á fool around without taking into consideration the feelings of á other persons.á "
3715,anger,"When, late at night, I discovered that they had stolen my bike."
3960,fear,When I slept for the first time all alone in the house where I á live now. A man phoned me at 2.00 am. He wanted something from á me. I was afraid.
7391,shame,After I had given the wrong answer to my students they pointed á it out to me and I had to correct myself.
1838,sadness,My uncle died - I felt sad at the funeral.
457,disgust,When I saw a T.V programme on animals in the film world á (mistreated and used).
1753,anger,A friend of mine told other people that I was a slattern (because á of an occurence that had happened some time ago). When I heard á about that I was very angry.
3915,joy,When I made the winning goal during a very important football á game.
3103,joy,"I was sitting for an exam in biochemistry, I was very excited á because it was a supplementary examination. I passed the exam á very well and was glad because I recovered my selfconfidence."
5470,joy,When my boyfriend and I made up.
4080,joy,When they told me that I had got a study grant.
2053,sadness,A friend of mine is having psychiatric problems because of his á mother's death ages ago. He is really quiet and because it á relates back to his childhood I feel sadness for him. He doesn't á lead a normal life and it just seems unfair.
6070,guilt,[ No response.]
4125,joy,"When I saw my 16 year old sister at home after having waited for á her all night, not knowing where she was."
5409,disgust,"I felt very disgusted at a friend to whom I had given a Psychology á book to read, and she did not care to give me back the book á during the exams."
4953,sadness,When my mother and father separated (it was a brief separation á and they are together now).
7530,disgust,When I was studying in the library a pair of lovers were sitting á next to me talking in an intense and soft voice.  They were á disturbing others.
1111,fear,When a big angry dog put its snout on my arm and had I made one á movement it would have bitten me.
2281,guilt,"I was driving my parents' car into a carpark in front of a shop á we own, and scraped the corner of the front panel on the back á corner of my father's utility. I didn't tell anyone, I lied about á the bump (later I had to confess)."
6718,shame,I was ashamed when I got the lowest result (mark) in class. All á the same I didn't worry too much because I knew I would have got á much better if I had read enough.
1055,fear,I had been watching a TV-program on paranormal phenomena.  At á night I could not fall off to sleep as I feared that humanoids á were on the move.
2873,fear,This feeling I sensed quite recently. It was arisen by the á terrific thought that I might lose the man I loved !
3680,anger,"When my father took away my cherised diaries to burn them (I was á also very sad) \Oh, how I hated him\""."""
2143,disgust,"Doctors ignored relative who complained about pain, and is now á dying of cancer."
1327,shame,"While attending some affairs, which were taking some time, with á a bank officer, I felt that my clothes and appearance were out of place, too á raggy."
2267,guilt,I once stole a shirt from the Department Store in which I work. I á have been promoted to work in a very privileged section of the á store. Their belief in my integrity makes me feel even guiltier.
162,shame,Can't think of any.
113,fear,When I drove to Stockholm for the first time and drove off the á Stora Hissingen road at the wrong exit.
980,anger,[ An unfair punishment.]
4673,sadness,This happened when one of my uncles died just whan I was á planning to go and visit him during the next holidays.
2121,guilt,We owned a shop and I used to serve in it occasionally. We á sometimes took lollies out of the stand and Dad caught me one á day.
2108,anger,When my sister lost my favourite jumper at a party and failed to á tell me for several days after it happened.
5110,guilt,A girl dropped some stuff from her bag and when I tried to help á her I realized that she had used me and I was made to look like a á fool.
1266,anger,"An utterance, which I had intended to be a joke, was taken as an á offence.  In my opinion, this was stupid, and I got angry."
2620,fear,When I whatched a horror film on a Friday 13th.
2480,disgust,To see damaged lettuce (with worms) in the icebox.
4714,anger,"When I travelled all the way to my former school to collect my á certificate, only to be told that I owed them some money, I knew á nothing about this."
1574,disgust,"No very strong such emotion. Treatment of my sister by her á dancing instructor - he is a \user\"", i.e., takes advantage of her á good nature."""
6560,fear,One time I was injured when I was playing football at School in á Blantyre. I was brought to the hospital while my leg was totally á swollen. The x-rays confirmed there was no fracture but á collection of blood n the muscles. I feared when they started to á incise the swollen part with surgical blade.
2752,disgust,"I and my friends got acquainted with a guy from Sofia who turned á out to be gay, but we found that out only after 2 or 3 days."
7514,anger,"One day, I discussed a very important question with A.  A á suddenly declared that he would not accept my position and á thought that he himself was right.  Moreover, he attacked  á strongly, not my opinion but me personally."
2180,disgust,An acquaintance of mine revealed himself in a light unexpected to á me.
1431,fear,On my way through lonely streets I met with a huge stray dog. It á stopped at some distance and looked at me. I tried to ignore it á but I was very frightened.
2397,joy,"I made the college entrance examinations for P.U.C. It was what I á wanted more. When the first list came out I got frustrated. I á wasn't in. When the second list came out without hopes I started á to read the newspaper and my name was thre. I was in the bus and á felt like crying so that everybody could hear me. The cry was hold, á and 1982 became forever a mask in my life."
5357,shame,When my cousin's wife refused him sex and claimed that she was my á girllfriend.  I think that there is something wrong with the á woman as I have never even thought of having sex with her.
6249,anger,Insulted by disgusting people.
5289,joy,When I heard that I had got the best result in school and would á be definately selected to the university of Zambia.
2588,joy,"When I passed the whole weekend with my boyfriend, coming back á home on Sunday afternoon he met my parents for the first time."
4466,guilt,"When I was very young, one day, I kicked my grandmother and á caused her an injury which took a long time to heal."
2680,disgust,I caught a glimpse of a black-beetle.
2064,joy,I got a good reaction from my tutor and tutorial group for a á presentation I'd given that I was very worried about.
7428,joy,I received a letter from a friend whom I was missing
635,guilt,I was living at home during the Summer vacations and towards the á end decided to take some of my clothes and other belongings to á the appartment in Guttenburg.  When I had finished I went to my á ex-boyfriend's (relationship uncertain) home and stayed there á till 5 A.M.  I had to leave then as my parents needed the car for á work in the morning.  My parents do not like my boyfriend.
5164,shame,Every time I was around this one person I would stick my foot in á my mouth by being nasty. One time I accidently said something á fairly cruel that was totally inappropriate.
1656,anger,"When we still attended school, my brother and I usually went to á see our aunt and to show her our term's report. She rewarded us á with money. Although my reports were as good as my brother's, he á got more money."
1912,anger,"When the person I am going out with let me down in a situation á that I was depending on them, and didn't show respect or care."
2805,fear,"I was in the Korean War. We were attacked with mortars, me and á companion. We stopped the jeep and ran for cover. Fortunately á neither of us was hit but we both came close to being killed."
4881,fear,"I was caught doing something I was not supposed to do.  I did á something with the person who caught me (bribe) and even though á he promised not to report me, I am still frightened."
2065,fear,"A man was yelling outside my window at 3.00 am, yelling threats, á though not to me."
1867,shame,Once I went home totally drunk and roused all our neighbours from á sleep.
4143,disgust,When I got to know the details if the famine in East Africa.
2663,fear,Late one night I was pursued by gipsies who had no good á intentions.
116,disgust,When a dog is left whining outside a shop.
1764,guilt,"With a group of handicapped people we went to a party. When we á wanted to leave we were not able to find one of these people. I á had told his mother that we would leave at 4.30 p.m., actually it á was planned for 3.30 p.m. Therefore there was a delay."
6708,anger,Sometime back another girl who was in terms with my ex-boyfriend á came to shout at me at twelve midnight. It was because she á thought I was still interested in the boy.
6749,shame,When I refused to fetch water for my aunty while she was busy.
1198,disgust,"When I heard about the advances an acquaintance of mine had made á to my friends, who did not approve of them."
1201,joy,"During lectures, I sensed an unexpressed understanding with a boy á I did not know.  We exchange glances ; I think he likes me, and I á like him too.  Perhaps he has fallen in love with me ........."
3416,joy,Meeting best friend at the airport (boyfriend) who I had missed á terribly.
1729,guilt,I quarreled with my boy-friend. He said it was unfair that I á always started crying so that he had to give in.
595,disgust,During a movie in which I saw the effect of white settlers in á Africa.
5123,shame,I took an exam which I failed terribly as I had not studied.
5912,joy,"When I went for a picnic in Lonavala, I felt full of joy."
6731,fear,"When I dream of anything terrifying I used to have fear for the á rest of the day that the dream might come true e.g., being beaten á (or eaten ?) by a snake."
1474,anger,"I went singing with a group of young people on January 6th (The á three Magi), a local custom called \star singing\"". One of the girls, my á girlfriend, broke the star. Being the accompanying person, I felt very á angry thinking of the consequences."""
5427,guilt,Telling my parents that I did not get into a good university.
3066,shame,"I was at a children's camp abroad. The people (the leaders, my á coevals) were very king to us. One night we smeared our foreign á friends with tooth-paste while they were sleeping and then we á roused the whole camp by our shouts. Later I was so sorry. I á didn't utter a word for two days, then I went to apologize."
3376,anger,Friend (male) hinted that my talking to other men at a pub was á immoral. He implied that I should remain only with my boyfriend á the entire evening.
1439,anger,A friend called me and told me that she wanted to come and see á me. She lived in a village at 50 km distance fom my home town. á Next morning I expected her but she didn't arrive. As I got á impatient I called her but her parents told me that she had gone á skiing. I was very angry because I had cancelled an appointment á to be able to see her.
4239,anger,When males in my family try to assign house duties exclusively á with referance to sex.
6628,guilt,[ No description.]
6847,shame,Saw the film about Eight Nations Army conquering Beijing.
3837,guilt,I saved up money for a good purpose. As I also have to organise a á party I am afraid there will rest only a little money for the á good purpose I feel guilty about this.
2395,shame,"I went to study in a public library but I didn't know it well. I á got a book and wanted to study hearing music. Then I went to a á place were I could do it, but when I passed by a door a bell rang á and a man came saying that I couldn't leave with the book."
4800,disgust,I saw a friend's husband with another woman.
372,sadness,When I was left alone one week-end without being prepared for á it.
3482,sadness,Caused a family disturbance.
1891,fear,A car came very close to hitting me whilst I was crossing the á street.
3607,sadness,I was forced to leave an unforgettable friend.
6891,joy,My friend told me he really likes me.
5769,disgust,I felt disgusted when I found out that someone had betrayed me. á That person had been dishonest with me and I felt used.
1322,joy,"When, after a long time, I saw a girl with whom I was in love."
5993,guilt,[ No response.]
512,sadness,[ No response.]
1396,guilt,"When my boyfriend was away, I flirted with his best friend; I á felt guilty the next day."
2312,anger,When they changed my office to another room without my agreement.
5680,shame,Fooling around with this guy I did not know.
651,fear,I woke up in the middle of the night as I had jumped and shouted á with fear.  I thought that someone's cold hand or something á similar had touched my hand.  I crept down under the covers and á went back to sleep.
5990,sadness,At the death of my friend's father and especially as this á happened ten days before her wedding.
2846,anger,"Attitude to some manners of dealing and some \sanctioned\"" á relations."""
2387,disgust,"When I knew that a person who I didn't like, had about me other á feelings."
3687,anger,"A quarrel with my mother because I thought she said very á unreasonable things about me, that hit me strongly."
1854,shame,During a discussion I said something rather stupid and á unnecessary.
5434,guilt,I am not good enough to join any team to play sport for the á class.
3396,fear,Being alone at night.
5986,guilt,When I could neither measure up to the expectations of the teacher á nor to my own expectations in one of the assignments.
6124,disgust,"In Punjab, when in the name of religion people killed each other á during the agitation."
7233,disgust,Saw two Canadian students boasting about how rich they are in á Canada.
1167,fear,"[ Meeting some new (unpleasant) people or some new, demanding á situation.]"
2124,guilt,"I had promised to do a task for someone that was close to me, and á from the outset I knew it was important that I do it, but when it á came to it, I let them down."
4071,shame,I was taking a shower in a cubicle in France. Then I discovered á that a few children were loking at me from the adjacent cubicle.
6992,joy,Getting into this university.
687,anger,The sight of a man who ran amok (fighting) at a dance.
1073,shame,"I had promised to lend something to my mother-in-law and I forgot á it a couple of times.  When she asked me about it the third time, á I was ashamed at my absent-mindedness."
7133,anger,My roommate being unconsiderate.
1255,shame,"When I realized that I had been wrong about a person close to me, á because of pre-set ideas and prejudices."
5531,sadness,My grandmother died during Christmas break several years ago.
7120,sadness,Not being able to do well to be chosen for the English lecture.
6302,fear,When I did not get the compound which is known.
4281,anger,"I was living in a flat where things did not go very well for me.  á Finally, they threw me out and this prejudiced people I esteem a á lot."
6639,sadness,It was shocking news to me when I received a telegram from home á telling me that my grandmother had passed away. I had to go home to attend á the funeral but unfortunately I found that the burial had already á taken place.
629,joy,When my love for a guy was returned.
3994,joy,When the girl with whom I am in love smiles at me.
6182,guilt,"When I got low marks in the final year B.Sc exams, I felt guilty á as I had not worked hard because I had been roaming around with my á  friends."
5203,sadness,[ When friends and colleagues talk bad about me.]
3328,sadness,"My paternal grandmother had died. We weren't close but she was á blood. I didn't cry but I was sad, partly due to her death and á partly I think, due to the fact that I couldn't/didn't cry."
224,guilt,"I saw a neighbour, from the same appartment block as me, lying    á on the road.  He could have been injured or ill.  I kept 20 á metres away and did not go to help him."
1875,guilt,"I promised my mother to come home on her birthday, but at last I á was prevented. Nevertheless it would have been possible to go but á I did not."
2230,disgust,Being in a Malaysian city with my girlfriend coming out of a á picture theatre - seeing her rush up to a taxi that a very old á sick man was trying to get to. Seeing her take over the taxi.
5925,joy,"When I passsed the M.S.C board exams with first class, which I á had not expected."
66,sadness,When I was not accepted as a student in finance and accounting.
6278,sadness,Lost a friend.
3706,joy,"A fellow player, quite unexpectedly, scores a goal, which means a á draw."
4230,joy,"When I learned, after the ecography, that my mother was expecting a á baby girl.  That was what I wanted."
2808,disgust,Disgust at myself when I stroked a sleeping girl's private parts.
297,shame,When I did not buy what I had promised to.
7156,disgust,Saw someone acting in a false manner in public.
6679,fear,When I was travelling home by bus and suddenly the bus hit and á the bus leaned against a wall.
175,disgust,Not applicable.
7642,disgust,A man sexually aggressed a small girl in the bus but the girl did á not dare to speak out.
1896,guilt,I borrowed money from a friend and did not pay back the debt when á I said I would.
5094,disgust,"When I found a maggot in my food at the dinning hall, all the á food had gone bad."
4975,disgust,"An officer at the Dean of students office had promised me to give á me a room the next day, but he failed to keep his promise."
3845,joy,When I got my drivers licence.
1640,joy,When I passed my final examination at school.
3624,anger,We lived with 3 persons in the loft of a house. It often occurred á that other persons again and again climbed the stairs with much á noise. When I was studying I couldn't concentrate and got angry.
5971,shame,"As part of the assessment I had to speak on a subject in front á of the class. I was not really prepared and I was just reading á the stuff I had on a piece of paper, when some of the students  á asked me something I could not give them an answer.  I felt á ashamed as I had not prepared the topic."
4073,joy,"A close relative of mine underwent a difficult operation, and everything á turned out fine."
633,disgust,When my uncle comes (3 times a year) for the traditional á Christmas dinner with my grandparents and other relatives and is á very drunk.
3630,fear,"My father was very angry with me, and I locked me up in the á shower. Then my father knocked his fist through the door, I was á scared to death."
7541,fear,I was on a trip to Phillipines during Summer and I was staying in á a hotel.  The room I was staying in was very silent and had very á dim lights.  The last night I felt frightened and lay awake - I á could hear some sounds around me and dared not open my eyes - I á waited for dawn.
953,sadness,I had drunk a couple of beers and my fiancee got angry at me.
2128,sadness,When felt lonely about writing my family.
3217,guilt,"This feeling of guilt really applies to moral/religious views. I á (being Catholic) went against what I was brought up to believe in á and had a sexual relationship with my boyfriend. Many months á later, when I was doing some deeper self analysis I began to feel á guilty and realized that I had gone against what I wanted for á myself and my future."
3761,anger,"When I arranged our holiday in Paris, and my girlfriend raised á criticisms all the time."
5335,disgust,When I failed the entrance exam of the medical school and was á studying biochemistry which has no job prospects in Zambia.
6332,sadness,"A friend of mine was hospitalized after having been diagnosed as á having typhoid, he had to forgo his exams and also his ambition á of doing a dissertation at the M.A level.  It was a very sad á event for me and I felt very sorry for him so I volunteered to á stay with him in the hospital."
1427,disgust,"On a trip I passed by a cellulose factory. It was a fine day, á beautiful landscape; I observed this factory with disgust."
21,joy,After my girlfriend had taken her exam we went to her parent's á place.
639,sadness,When my ex-boyfriend and I separated.
4604,disgust,When I failed the grade 7 twice and only passed it the third á time.
152,shame,My inability to assert myself positively in a group.
565,shame,I lied to someone and some time later this person found out that á I had not told him the truth.
5906,fear,I had gone to the hospital for my research and got late in á reaching home.  I feared that when I reached home there would be á a quarrel because of my being late.
4605,shame,"I was going around with a foreigner's wife and my entire family á got to know about it, this was just when I had become a á Christian."
4538,fear,"When I was at home alone, I felt a super-natural force, dangerous á for me and the people close to me."
1367,shame,"I had an intimate relation with my boyfriend, but unfortunately á we had sexual problems; therefore I deceived him, but I was á ashamed when I told my friend about it."
1948,sadness,"Watching \11 am\"". They had a programme on the starving refugees. á Their plight was a source of sadness for me."""
2515,disgust,Seeing persons spending money in a shopping center with á completely indifference to the misery reigning in our country.
6715,anger,I was furious when the teacher pointed out in class that I á was the quietest girl in class.
1223,fear,I was camping with a friend of mine and we spent the night in the á forest.  I could not fall off to sleep and could clearly hear á noises from outside (steps ?) approaching our tent.
1647,joy,When I met my girlfriend again in another town after a long á separation.
1689,fear,"I had to go to the dentist's. When he touched my tooth with his á drill, I was terribly aftaid of the pain I would feel any moment."
893,guilt,"Car accident, hurt three of my closest family."
5074,shame,When I went to the library three weeks after it had opened and á found that everyone was busy.
3488,anger,"I am one of four directors of a company. We inherited land held á by our family - ours is the 5th generation. A \democratic\"" á decision was made to stap-bank an area of mangroves."""
7297,fear,I was afraid that I would fail an examination.
859,joy,Getting the top price in the football pools.
5102,shame,When I failed the grade 7.
349,fear,When I was reprimanded by the manager of the hotel where I á worked during Autumn 1984.
369,joy,When i was asked to be a child's godmother.
3059,shame,We were at a football match and when we were leaving the stadium á (the stadium was packed with people) and I lost my shoe in the á crowd. Our attempts to find it didn't give any result and I had á to go home without one shoe. In other words to cross the whole á town !
3580,disgust,A few days ago I saw two dandy girls of my age. I disliked their á clothes and their way of doing.
2966,fear,Because of a conflict with my parents there was a possibility to á interrupt my studies.
259,guilt,The time that I had to put my dog to sleep.
926,disgust,"When a \friend\"" dropped a frog down my neck, and I didn't know á what it was."""
4672,anger,"When a cousin of mine took my bottle of T.B tablets, put water in á it and threw it in the dust-bin."
2007,guilt,Carried out a vandalistic act on some windows at an old army á location.
1252,anger,"Disagreements with mother.  When I moved from KankaanpSS, she had á promised to help me move but broke her promise because of some á hindrance. "
5012,guilt,"When I was late for work and told my boss that it was due to á transport problem, whereas the truth was that I had woken up á late.  I thus cheated my boss."
5529,fear,I confronted a bigger person than I and almost got into a fight.
4877,disgust,The day I went to eat dinner in the dinning hall and found a á dead fly in my gravy.
6500,disgust,A condition in which I was disgusted followed when I lost money á on my way home from the college.
2093,fear,When I was bringing in the shopping and nearly stood on a snake.
3753,fear,"As a child I suffered of nightmares. Even since than, I have á never been so anxious and fearful."
4003,anger,"My father called me (behind my mother's back) and told me that my á mother disapproved my behavior in the weekend. However, he didn't á tell me the details and left me with unanswered questions."
4837,guilt,"My baby sister was 2-3 months old and when I was trying to get á her on my back, she slipped and fell."
1655,fear,Once I spent a night with a friend at the secondary school. We á told each other horror stories and suddenly we heard uncanny á noises. I was terribly frightened.
3937,guilt,I felt guilt towards my mother when I went to live on rooms in á Nijmegen where I study.
7472,anger,"I worked with several classmates on a project.  I was very á anxious about the project while my partners showed no concern  á and when we had meetings on the project my classmates  did not á pay any attention.  Some of them read books while the others á argued on irrelevant questions.  The meeting would go on for two á hours without the main theme being discussed.  We wasted time and á could not reach a compromise.  My classmates avoided doing the á work and the responsibilities, they seemed to value other á projects more than this one."
7034,joy,First public speaking.
1990,sadness,"At the funeral of a friend about 20 years old, who was killed in á a hit-and-run motorcycle accident."
6465,sadness,It was in the evening when I heard that my girl went to Zambia á and that she would never come back.
6545,joy,I felt joy when I heard over the radio that I had been successful á in my Primary School Leaving Certificate Examination and was á selected for Secondary School.
2094,anger,"When I was accused of \bitching\"" about best friend."""
5209,anger,"One night we, all the family members, were sitting in the front á corridor of the house when a gentleman looking person came in.  á He was my father's client and he had come to bribe my father in á connection with the proceeding case.  At my father's refusal he á abused my father, my brother and I could not control our temper á and we rushed at him."
727,joy,"I was in hospital, and then was visited by someone quite á unexpected."
1440,sadness,When I was eight years old my father was run over by a car. When á I saw his body I was sad beyond words.
1752,fear,I had climbed on a cherry tree alone and there was a thick á caterpillar beside my fingers. I feel disgusted by caterpillars á and snakes. I was terribly afraid of the caterpillar crawling on á my fingers. Out of the fear I was almost unable to climb down.
1860,shame,When I broke the piggy bank of my brother and my mother á discovered that.
6234,anger,We were just about to go into the Exam room and I didn't see all á my writing materials plus the identification card from the place á where I left them.
4973,anger,When someone took my pen away.
4751,disgust,"When some people, including me, are treated in a way which á equates them to an animal or a thing."
1932,fear,When my mother was angry with me over my friends and boyfriend.
2606,disgust,When I heard the bad news about the death of a close person.
797,fear,A letter from my boyfriend began in such a way that I thought he á was going to end our relationship. I was afraid of reading the á rest.
7395,anger,My cassmate laughed at me when I was being scolded by the á teacher.
720,joy,"When my father managed to begin a \new life\"" after the divorce á from my mother; resulting in a new little sister for me."""
5566,sadness,My friend who was in the Bago was kicked out of the sorority.
5907,anger,[ I feel angry when somebody is unjust to me.]
1119,anger,My friends promised me that they would definitely call me to tell á me if they were visiting me or not.
394,disgust,"A study visit to a chicken factory : the butchery, the smell, á the environment and the noise."
609,shame,"My mother told my uncle who is a Roman Catholic Priest á (Redemptist Father) that I had been living in a de-facto á relationship for three years. He was very, very angry at me."
3730,joy,I had a very pleasant conversation with one of my friends.
2879,joy,When I was admitted to the University.
4091,fear,"When I was very young, one day, I was in the street with my á father and brother.   While my father was talking to some á friends, I saw a dog and began to pat it.  My father told me á sharply to stop doing it because the dog had mange.  Then my á brother told me that I would die and I could not stop crying á after this."
4192,disgust,When I see dead dogs on the road.
0,joy,"During the period of falling in love, each time that we met and á especially when we had not met for a long time."
1315,joy,"I had been away from home for a long time and when I came home I á was delighted.  It was wonderful to see familiar, dear people and á I was rejoycing in advance.  I had been feeling very lonely."
2667,shame,When I had to prepare and read a paper to my fellow students but á I didn't cope with the task.
266,anger,When I missed the tram after having run for it.
7264,sadness,Lost my girl-friend.
3769,sadness,"I suffer form a disease of my muscles. However, I cannot talk á about it and my feelings, the consequence with my parents. They á try to repress it."
1556,shame,When I went to the sauna for the first time and there were men á and women.
3371,disgust,With a Manager who insists on making crude innuendos pertaining á to sex.
7227,shame,China not doing well in the Asian Olympic games.
2365,guilt,"When my father had a serious fight with my sister, because of me."
6404,shame,The shame came when I was beaten by my teacher at school in front á of boys and girls some of whom were my friends and a girlfriend á apart from being classmates.
4118,joy,When I saw that I had passed the university entrance exam.  It á made me forget all my problems.
2467,shame,When I went to a halloween party and had to walk through a shopping á center dressed like a witch.
6002,fear,"I was coming home from a relative's place and it was about á 9.30/10 P.M.  I felt slightly apprehensive when I got off the bus á and started walking towards my place.  I was confident that á nothing would happen to me, yet there was this slight feeling of á fear."
4752,shame,"When someone I know was caught in an \adultery\"" situation."""
6995,sadness,A girl I love does not love me.
4968,disgust,I had prepared a special meal for my boyfriend but when my á brother came home he ate it all.  I was really disgusted about it.
6049,guilt,"My mother misunderstood me and prevented me from doing something. á  In return I did not talk to her for a few days, only later on I á realized that what she had done had been for my good."
7449,joy,When I was admitted to the Chinese universiity.
1331,anger,"The last day of school is traditionally celebrated by singing a á song about all the students who are leaving.  In the song á about me, there were things which irritated me a lot."
5685,sadness,I asked a girl out on a date and she said no.
